station_name,station_telecode,province,city
CIN,赤壁北,湖北省,咸宁市
CDT,长甸,辽宁省,丹东市
CEH,苍南,浙江省,温州市
CDB,长汀镇,黑龙江省,牡丹江市
CBF,长治北,山西省,长治市
CZF,长治,山西省,长治市
CZJ,长征,甘肃省,白银市
CZQ,郴州,湖南省,郴州市
COP,沧州,河北省,沧州市
ICQ,郴州西,湖南省,郴州市
CBP,沧州西,河北省,沧州市
RAT,大安,吉林省,白城市
RNT,大安北,吉林省,白城市
DHL,敦化,吉林省,延边朝鲜族自治州
DFP,大涧,山西省,大同市
DDW,都江堰,四川省,成都市
DLT,大连,辽宁省,大连市
DKM,大理,云南省,大理白族自治州
DNG,定南,江西省,赣州市
DQT,大石桥,辽宁省,营口市
DFT,大连北,辽宁省,大连市
DUX,大杨树,内蒙古自治区,呼伦贝尔市
EJC,额济纳,内蒙古自治区,阿拉善盟
ESN,恩施,湖北省,恩施土家族苗族自治州
FJQ,凤凰机场,海南省,三亚市
FET,抚顺北,辽宁省,抚顺市
GJV,古交,山西省,太原市
GRX,古莲,黑龙江省,大兴安岭地区
GSN,广水,湖北省,随州市
GBT,公主岭南,吉林省,四平市
GLT,公主岭,吉林省,四平市
YYY,砚川,陕西省,商洛市
HMB,鹤北,黑龙江省,鹤岗市
HVN,淮滨,河南省,信阳市
KCN,潢川,河南省,信阳市
HCY,韩城,陕西省,西安市
HEM,红果,贵州省,六盘水市
HLD,葫芦岛,辽宁省,葫芦岛市
YKJ,盐池,宁夏回族自治区,吴忠市
HRX,海拉尔,内蒙古自治区,呼伦贝尔市
HPD,葫芦岛北,辽宁省,葫芦岛市
HLB,海伦,黑龙江省,绥化市
HNB,桦南,黑龙江省,佳木斯市
HRP,怀柔,北京市,北京市
HDY,华山北,陕西省,渭南市
HYQ,衡阳,湖南省,衡阳市
HXZ,贺州,广西壮族自治区,贺州市
HSY,华山,陕西省,渭南市
HVQ,衡阳东,湖南省,衡阳市
JAL,集安,吉林省,通化市
JEF,晋城北,山西省,晋城市
JCF,晋城,山西省,晋城市
JJZ,金城江,广西壮族自治区,河池市
JBH,金华,浙江省,金华市
JJG,九江,江西省,九江市
JLL,吉林,吉林省,长春市
JIK,济宁,山东省,济宁市
JIQ,吉首,湖南省,湘西土家族苗族自治州
JVJ,镜铁山,甘肃省,张掖市
JIP,蓟州,天津市,天津市
JKP,蓟州北,天津市,天津市
RNH,金华南,浙江省,金华市
JZT,金州,辽宁省,大连市
KNH,昆山南,江苏省,苏州市
KXT,开原西,辽宁省,铁岭市
KYT,开原,辽宁省,铁岭市
UAH,六安,安徽省,六安市
YER,叶城,新疆维吾尔自治区,喀什地区
UTP,潞城,山西省,长治市
LHC,临河,内蒙古自治区,巴彦淖尔市
LWJ,绿化,甘肃省,嘉峪关市
LHM,丽江,云南省,丽江市
LJL,龙井,吉林省,延边朝鲜族自治州
KSH,昆山,江苏省,苏州市
LHV,吕梁,山西省,吕梁市
LLG,醴陵,湖南省,株洲市
AIH,阳澄湖,江苏省,苏州市
UPP,滦平,河北省,承德市
UMW,六盘水,贵州省,六盘水市
LXJ,陇西,甘肃省,定西市
LPQ,耒阳西,湖南省,衡阳市
LYQ,耒阳,湖南省,衡阳市
LYF,洛阳,河南省,洛阳市
LDF,洛阳东,河南省,洛阳市
LLF,洛阳龙门,河南省,洛阳市
LYL,辽源,吉林省,辽源市
MCN,麻城,湖北省,黄冈市
MBN,麻城北,湖北省,黄冈市
MDX,免渡河,内蒙古自治区,呼伦贝尔市
MDB,牡丹江,黑龙江省,牡丹江市
GLF,关林,河南省,洛阳市
MHX,满归,内蒙古自治区,呼伦贝尔市
MDQ,茂名,广东省,茂名市
MJT,马三家,辽宁省,沈阳市
MYW,绵阳,四川省,绵阳市
PWQ,马踏,广东省,茂名市
MLX,满洲里,内蒙古自治区,呼伦贝尔市
NWQ,电白,广东省,茂名市
MMZ,茂名西,广东省,茂名市
NMP,南大庙,河北省,承德市
NHX,讷河,黑龙江省,齐齐哈尔市
NGX,嫩江,黑龙江省,黑河市
PVD,盘锦,辽宁省,盘锦市
PIJ,平凉,甘肃省,平凉市
POJ,平凉南,甘肃省,平凉市
PXG,萍乡,江西省,萍乡市
PBG,萍乡北,江西省,萍乡市
PCW,郫县西,四川省,成都市
QSW,青城山,四川省,成都市
QYP,清河城,河北省,邢台市
QNW,黔江,重庆市,重庆市
QVV,沁县,山西省,长治市
QYS,泉州,福建省,泉州市
QEH,衢州,浙江省,衢州市
RQJ,汝箕沟,宁夏回族自治区,石嘴山市
SCB,双城堡,黑龙江省,哈尔滨市
SFB,绥芬河,黑龙江省,牡丹江市
SNQ,韶关,广东省,韶关市
SHD,山海关,河北省,秦皇岛市
SFX,三间房,黑龙江省,齐齐哈尔市
YYB,迎春,黑龙江省,鸡西市
SLL,舒兰,吉林省,吉林市
ONY,商南,陕西省,商洛市
PPT,四平东,吉林省,四平市
SGQ,韶关东,广东省,韶关市
OAH,宿松,安徽省,安庆市
OTQ,汕头,广东省,汕头市
SPT,四平,吉林省,四平市
OEP,涉县,河北省,邯郸市
JUQ,三  亚,海南省,三亚市
SEQ,三亚,海南省,三亚市
SSB,双鸭山,黑龙江省,双鸭山市
SZH,苏州,江苏省,苏州市
TGY,潼关,陕西省,渭南市
TBQ,塘豹,湖南省,怀化市
TXX,塔河,黑龙江省,大兴安岭地区
TLX,泰来,黑龙江省,齐齐哈尔市
TPT,陶赖昭,吉林省,松原市
RDQ,铜仁,贵州省,铜仁市
TMK,泰安,山东省,泰安市
TQT,太阳升,黑龙江省,大庆市
WCB,五常,黑龙江省,哈尔滨市
TAP,通州西,北京市,北京市
TAK,泰山,山东省,泰安市
WCN,武昌,湖北省,武汉市
KAH,苏州园区,江苏省,苏州市
WVC,乌海,内蒙古自治区,乌海市
WBC,乌海北,内蒙古自治区,乌海市
WXC,乌海西,内蒙古自治区,乌海市
ITH,苏州新区,江苏省,苏州市
OHH,苏州北,江苏省,苏州市
WMR,乌鲁木齐南,新疆维吾尔自治区,乌鲁木齐市
HKN,汉口,湖北省,武汉市
WLW,武隆,重庆市,重庆市
WAR,乌鲁木齐,新疆维吾尔自治区,乌鲁木齐市
WSM,威舍,贵州省,黔西南布依族苗族自治州
WIT,歪头山,辽宁省,本溪市
WPB,乌伊岭,黑龙江省,伊春市
RZH,温州,浙江省,温州市
VRH,温州南,浙江省,温州市
ECW,西昌,四川省,凉山彝族自治州
ENW,西昌南,四川省,凉山彝族自治州
XTC,锡林浩特,内蒙古自治区,锡林郭勒盟
XWM,宣威,云南省,曲靖市
WHN,武汉,湖北省,武汉市
YWY,延安,陕西省,延安市
YBD,叶柏寿,辽宁省,朝阳市
AEH,盐城北,江苏省,盐城市
YCB,伊春,黑龙江省,伊春市
YNY,阎良,陕西省,西安市
TWQ,亚龙湾,海南省,三亚市
YLZ,玉林,广西壮族自治区,玉林市
YMR,伊宁,新疆维吾尔自治区,伊犁哈萨克自治州
YQB,玉泉,黑龙江省,哈尔滨市
YYV,阳泉曲,山西省,吕梁市
NUW,营山,四川省,南充市
YRT,榆树,吉林省,榆树市
ATP,玉田县,河北省,唐山市
YON,阳新,湖北省,黄石市
AEQ,益阳,湖南省,益阳市
YUQ,崖州,海南省,三亚市
AOQ,永州,湖南省,永州市
ZGW,自贡,四川省,自贡市
ZHQ,珠海,广东省,珠海市
ZTX,扎兰屯,内蒙古自治区,呼伦贝尔市
ZDW,昭通,云南省,昭通市
ZCW,昭通北,云南省,昭通市
QXQ,前山,广东省,珠海市
ZFW,昭通南,云南省,昭通市
MFQ,明珠,广东省,珠海市
PDQ,唐家湾,广东省,珠海市
ZIQ,珠海北,广东省,珠海市
YKM,秧草地,云南省,曲靖市
ARW,安德,四川省,成都市
ADO,安多,西藏,那曲地区
AHP,艾河,河北省,保定市
PKQ,安化,湖南省,益阳市
AJB,安家,黑龙江省,哈尔滨市
PYW,安靖,四川省,成都市
AER,阿克陶,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州
ALD,敖力布告,内蒙古自治区,通辽市
AYY,安口窑,甘肃省,平凉市
ASX,阿龙山,内蒙古自治区,呼伦贝尔市
JTX,阿木尔,黑龙江省,大兴安岭地区
ATV,安塘,山西省,忻州市
APH,安庆西,安徽省,安庆市
ATR,阿图什,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州
BCR,巴楚,新疆维吾尔自治区,喀什地区
BPP,宝坻,天津市,天津市
BEP,北戴河,河北省,秦皇岛市
BGM,柏果,贵州省,六盘水市
BEY,白河县,陕西省,安康市
BIY,白河东,陕西省,安康市
BJJ,白芨沟,宁夏回族自治区,石嘴山市
ORQ,顺德,广东省,佛山市
BSB,笔架山,黑龙江省,双鸭山市
IBQ,北,广东省,佛山市
RUQ,容桂,广东省,佛山市
BKB,白奎堡,黑龙江省,哈尔滨市
OJQ,顺德学院,广东省,佛山市
BLQ,碧江,广东省,佛山市
BNB,宝林,黑龙江省,牡丹江市
BND,宝龙山,内蒙古自治区,通辽市
BMB,八面通,黑龙江省,牡丹江市
BNM,班猫箐,云南省,昆明市
BQB,宝泉岭,黑龙江省,鹤岗市
BQL,白泉,吉林省,辽源市
BSY,白水江,陕西省,汉中市
BUM,白水镇,云南省,曲靖市
FDC,包头 东,内蒙古自治区,包头市
BZP,泊头,河北省,沧州市
VXD,八仙筒,内蒙古自治区,通辽市
BYB,背荫河,黑龙江省,哈尔滨市
BAC,巴彦高勒,内蒙古自治区,巴彦淖尔市
BYT,鲅鱼圈,辽宁省,营口市
CBC,查布嘎,内蒙古自治区,赤峰市
CAX,嵯岗,内蒙古自治区,呼伦贝尔市
CZB,成高子,黑龙江省,哈尔滨市
CHB,柴河,黑龙江省,牡丹江市
CKT,草河口,辽宁省,本溪市
CJX,成吉思汗,内蒙古自治区,呼伦贝尔市
CAM,岔江,贵州省,黔西南布依族苗族自治州
CYP,超梁沟,河北省,承德市
CUQ,慈利,湖南省,张家界市
CPM,长坡岭,云南省,曲靖市
CSP,磁山,河北省,邯郸市
CSL,草市,辽宁省,抚顺市
CVT,长山屯,吉林省,松原市
CTY,朝天南,四川省,广元市
CPT,昌图西,辽宁省,铁岭市
CTT,昌图,辽宁省,铁岭市
CXQ,辰溪,湖南省,怀化市
CYK,磁窑,山东省,泰安市
CZL,朝阳镇,吉林省,通化市
QYH,戚墅堰,江苏省,常州市
CZH,常州,江苏省,常州市
CXH,滁州,安徽省,滁州市
CVK,常庄,山东省,济南市
CFP,曹子里,天津市,天津市
YAB,羊草,黑龙江省,绥化市
DAG,德安,江西省,九江市
CUH,滁州北,安徽省,滁州市
DBJ,大坝,宁夏回族自治区,吴忠市
DCR,达坂城,新疆维吾尔自治区,乌鲁木齐市
DBB,东边井,黑龙江省,绥化市
DGJ,打柴沟,甘肃省,武威市
DDB,滴道,黑龙江省,鸡西市
DRD,刀尔登,辽宁省,朝阳市
TKX,杜尔伯特,黑龙江省,大庆市
DGY,丹凤,陕西省,商洛市
ESH,常州北,江苏省,常州市
DMM,都格,贵州省,六盘水市
RGW,大关,云南省,昭通市
DGP,东光,河北省,沧州市
DHB,东海,黑龙江省,鸡西市
DQD,大红旗,辽宁省,沈阳市
DQH,东海县,江苏省,连云港市
DKP,大口屯,天津市,天津市
DHO,德令哈,青海省,海西蒙古族藏族自治州
DLD,大林,内蒙古自治区,通辽市
DNC,达拉特西,内蒙古自治区,鄂尔多斯市
DMD,东明村,内蒙古自治区,通辽市
DNF,东明县,山东省,菏泽市
DPI,大埔,广东省,梅州市
DVT,大堡,辽宁省,丹东市
RHX,大庆西,黑龙江省,大庆市
DQB,对青山,黑龙江省,哈尔滨市
DZX,大庆,黑龙江省,大庆市
LFX,大庆东,黑龙江省,大庆市
DWT,登沙河,辽宁省,大连市
RZT,大石寨,内蒙古自治区,兴安盟
DGT,灯塔,辽宁省,辽阳市
DTL,东通化,吉林省,通化市
DRJ,东湾,甘肃省,白银市
DXX,大兴,黑龙江省,齐齐哈尔市
DKV,代县,山西省,忻州市
DXV,定襄,山西省,忻州市
DXD,东辛庄,辽宁省,葫芦岛市
DYH,丹阳,江苏省,镇江市
DYW,德阳,四川省,德阳市
DYX,大雁,内蒙古自治区,呼伦贝尔市
DYN,当阳,湖北省,宜昌市
IAW,大英东,四川省,遂宁市
DBV,东淤地,山西省,忻州市
EWH,定远,安徽省,滁州市
EXH,丹阳北,江苏省,镇江市
DIP,德州东,山东省,德州市
DCH,东至,安徽省,池州市
DVQ,低庄,湖南省,怀化市
DNV,东镇,山西省,运城市
DZV,东庄,山西省,忻州市
DWV,兑镇,山西省,吕梁市
DZY,大竹园,陕西省,安康市
DZP,德州,山东省,德州市
EBW,峨边,四川省,乐山市
RDX,二道湾,黑龙江省,齐齐哈尔市
ELA,二龙山屯,黑龙江省,黑河市
RYJ,二营,宁夏回族自治区,固原市
FAS,福安,福建省,宁德市
FEM,发耳,贵州省,六盘水市
FHX,富海,黑龙江省,齐齐哈尔市
FHH,奉化,浙江省,宁波市
FTB,福利屯,黑龙江省,双鸭山市
FNH,阜南,安徽省,阜阳市
FNP,抚宁,河北省,秦皇岛市
VMW,福泉,贵州省,黔南布依族苗族自治州
FSJ,丰水村,甘肃省,兰州市
FSV,繁峙,山西省,忻州市
FKP,福山口,河北省,保定市
FTX,冯屯,黑龙江省,齐齐哈尔市
FAV,汾阳,山西省,吕梁市
FYG,分宜,江西省,新余市
FBT,扶余北,吉林省,松原市
FYX,富裕,黑龙江省,齐齐哈尔市
FYT,扶余,吉林省,松原市
FZY,凤州,陕西省,宝鸡市
VZK,范镇,山东省,泰安市
GBD,沟帮子,辽宁省,锦州市
GZB,古城镇,黑龙江省,牡丹江市
GDV,古东,山西省,太原市
GGZ,贵港,广西壮族自治区,贵港市
GGT,葛根庙,内蒙古自治区,兴安盟
GGJ,甘谷,甘肃省,天水市
GGP,高各庄,北京市,北京市
GEX,根河,内蒙古自治区,根河市
GHT,归流河,内蒙古自治区,兴安盟
GMC,公庙子,内蒙古自治区,巴彦淖尔市
GPF,高平,山西省,晋城市
GAG,共青城,江西省,九江市
GST,灌水,辽宁省,丹东市
GSW,赶水,重庆市,重庆市
GSP,孤山口,北京市,北京市
GSD,高山子,辽宁省,锦州市
GXD,嘎什甸子,内蒙古自治区,通辽市
GAY,高滩,陕西省,安康市
GXG,贵溪,江西省,鹰潭市
GYH,涡阳,安徽省,亳州市
GXF,巩义,河南省,郑州市
GYF,巩义南,河南省,郑州市
GUJ,固原,宁夏回族自治区,固原市
GYD,公营子,辽宁省,朝阳市
GZS,光泽,福建省,南平市
GZY,虢镇,陕西省,宝鸡市
GSQ,高州,广东省,茂名市
GAT,盖州西,辽宁省,营口市
GXT,盖州,辽宁省,营口市
HIH,海安,江苏省,南通市
VXN,红安西,湖北省,黄冈市
HBL,黄柏,吉林省,通化市
HEB,海北,黑龙江省,绥化市
HCN,汉川,湖北省,孝感市
HCZ,河唇,广东省,湛江市
WKW,合川,重庆市,重庆市
HCP,黄村,北京市,北京市
HGC,化德,内蒙古自治区,乌兰察布市
HFR,霍尔果斯,新疆维吾尔自治区,伊犁哈萨克自治州
HFG,横峰,江西省,上饶市
HXJ,韩府湾,宁夏回族自治区,中卫市
HYM,黄瓜园,云南省,楚雄彝族自治州
HUD,黄花筒,内蒙古自治区,通辽市
HJR,和静,新疆维吾尔自治区,巴音郭楞蒙古自治州
HJV,河津,山西省,运城市
HKG,湖口,江西省,九江市
HUB,呼兰,黑龙江省,哈尔滨市
HIT,哈拉海,吉林省,长春市
HOB,鹤立,黑龙江省,佳木斯市
VLB,虎林,黑龙江省,鸡西市
HLL,和龙,吉林省,延边朝鲜族自治州
HAX,哈拉苏,内蒙古自治区,呼伦贝尔市
HYP,韩麻营,河北省,承德市
HHL,黄泥河,吉林省,延边朝鲜族自治州
HMJ,惠农,宁夏回族自治区,石嘴山市
HZM,花棚子,四川省,攀枝花市
HEY,宏庆,甘肃省,陇南市
VSR,和什托洛盖,新疆维吾尔自治区,塔城地区
VSQ,汉寿,湖南省,常德市
HSQ,衡山,湖南省,衡阳市
HEQ,衡山西,湖南省,衡阳市
IFH,无锡新区,江苏省,无锡市
HHP,虎什哈,河北省,承德市
WXH,无锡,江苏省,无锡市
YUD,元宝山,内蒙古自治区,赤峰市
HSO,海石湾,甘肃省,兰州市
VSJ,红砂岘,甘肃省,白银市
HQB,黑台,黑龙江省,鸡西市
VTQ,会同,湖南省,怀化市
HWK,黑旺,山东省,淄博市
VXB,红星,黑龙江省,伊春市
VHB,红兴隆,黑龙江省,双鸭山市
VTB,换新天,黑龙江省,佳木斯市
HTJ,红岘台,甘肃省,白银市
VIX,红彦,内蒙古自治区,莫力达瓦达斡尔族自治旗
WGH,无锡东,江苏省,无锡市
WHW,汉源,四川省,雅安市
HUN,花园,湖北省,孝感市
HYJ,黄羊镇,甘肃省,武威市
HZZ,化州,广东省,茂名市
JIY,靖边,陕西省,榆林市
VCH,惠山,江苏省,无锡市
JBD,金宝屯,内蒙古自治区,通辽市
JCK,鄄城,山东省,菏泽市
JFD,建昌,辽宁省,葫芦岛市
JFP,井店,河北省,邯郸市
YLH,扬州,江苏省,扬州市
VGP,金沟屯,河北省,承德市
JHX,金河,内蒙古自治区,呼伦贝尔市
UDH,江都,江苏省,扬州市
JHZ,江华,湖南省,永州市
VJD,纪家沟,河北省,承德市
JJS,晋江,福建省,泉州市
JJB,姜家,黑龙江省,绥化市
JJW,江津,重庆市,重庆市
JLJ,芨岭,甘肃省,金昌市
JES,角美,福建省,漳州市
JNP,井南,河北省,石家庄市
JPC,经棚,内蒙古自治区,赤峰市
JRN,建始,湖北省,恩施土家族苗族自治州
JSH,嘉善,浙江省,嘉兴市
EAH,嘉善南,浙江省,嘉兴市
JCN,京山,湖北省,荆门市
JSL,吉舒,吉林省,吉林市
JIB,建三江,黑龙江省,佳木斯市
JOM,江所田,云南省,曲靖市
JTJ,景泰,甘肃省,白银市
JNL,九台南,吉林省,长春市
JUK,嘉祥,山东省,济宁市
JJP,井陉,河北省,石家庄市
UTH,泰州,江苏省,泰州市
UEH,姜堰,江苏省,泰州市
SZL,江源,吉林省,白山市
JYF,济源,河南省,济源市
JXK,胶州,山东省,青岛市
JZK,胶州北,山东省,青岛市
JOF,焦作,河南省,焦作市
JXP,晋州,河北省,石家庄市
KAT,开安,吉林省,长春市
KCR,库车,新疆维吾尔自治区,阿克苏地区
KCP,康城,河北省,邯郸市
KDT,宽甸,辽宁省,丹东市
BTC,包头,内蒙古自治区,包头市
KJB,康金井,黑龙江省,哈尔滨市
PQQ,双水镇,广东省,江门市
PUQ,台山,广东省,江门市
PVQ,开平南,广东省,江门市
KQL,口前,吉林省,吉林市
KAB,奎山,黑龙江省,牡丹江市
PXQ,恩平,广东省,江门市
BBC,包头北,内蒙古自治区,包头市
BDC,包头东,内蒙古自治区,包头市
KSB,克山,黑龙江省,齐齐哈尔市
KHX,克一河,内蒙古自治区,呼伦贝尔市
BXC,包头西,内蒙古自治区,包头市
LLT,老边,辽宁省,营口市
KDC,昆都仑召,内蒙古自治区,包头市
LUQ,龙川,广东省,河源市
UCP,黎城,山西省,长治市
LCK,蓝村,山东省,青岛市
LDY,两当,甘肃省,陇南市
LRC,林东,内蒙古自治区,赤峰市
LVP,六道河子,河北省,承德市
LVM,鲁番,贵州省,六盘水市
LFP,廊坊北,河北省,廊坊市
LJP,廊坊,河北省,廊坊市
LNB,兰岗,黑龙江省,牡丹江市
LGJ,龙沟,甘肃省,武威市
LGB,拉古,黑龙江省,牡丹江市
LXX,林海,黑龙江省,大兴安岭地区
JID,凌海,辽宁省,锦州市
LNL,柳河,吉林省,通化市
LHP,龙华,上海市,上海市
LEX,六合镇,黑龙江省,齐齐哈尔市
LKS,连江,福建省,福州市
LJB,李家,黑龙江省,黑河市
LJZ,廉江,广东省,湛江市
LJX,龙江,黑龙江省,齐齐哈尔市
LHB,莲江口,黑龙江省,佳木斯市
LIJ,李家坪,甘肃省,定西市
LKB,林口,黑龙江省,牡丹江市
LAX,老莱,黑龙江省,齐齐哈尔市
LAB,拉林,黑龙江省,哈尔滨市
UWZ,零陵,湖南省,永州市
LMJ,洛门,甘肃省,天水市
UPJ,六盘山,宁夏回族自治区,固原市
UQK,临清,山东省,聊城市
UDQ,冷水江东,湖南省,娄底市
LGT,连山关,辽宁省,本溪市
USP,流水沟,河北省,承德市
LIQ,陵水,海南省,陵水黎族自治县
LAF,鲁山,河南省,平顶山市
LMK,梁山,山东省,济宁市
LSG,庐山,江西省,九江市
LBT,林盛堡,辽宁省,沈阳市
NJS,南靖,福建省,漳州市
LET,李石寨,辽宁省,抚顺市
LAR,轮台,新疆维吾尔自治区,巴音郭楞蒙古自治州
LAS,龙山镇,福建省,漳州市
LTP,芦台,天津市,天津市
LVZ,濑湍,广西壮族自治区,崇左市
LRJ,狼尾山,甘肃省,张掖市
VLJ,李旺,宁夏回族自治区,中卫市
LXY,陇县,陕西省,宝鸡市
LXQ,临湘,湖南省,岳阳市
LXC,林西,内蒙古自治区,赤峰市
LYK,莱阳,山东省,烟台市
UXP,滦县,河北省,唐山市
LYY,略阳,陕西省,汉中市
LMH,龙游,浙江省,衢州市
LXL,老营,吉林省,白山市
LAQ,涟源,湖南省,娄底市
LYX,林源,黑龙江省,大庆市
LIW,六枝,贵州省,六盘水市
UAQ,雷州,广东省,湛江市
LZA,龙镇,黑龙江省,黑河市
LEM,拉,四川省,攀枝花市
MGY,毛坝关,陕西省,安康市
MCF,渑池,河南省,三门峡市
MNF,渑池南,河南省,三门峡市
MAP,庙城,北京市,北京市
MUQ,猛洞河,湖南省,湘西土家族苗族自治州
MHL,梅河口,吉林省,通化市
MGB,孟家岗,黑龙江省,佳木斯市
MHQ,美兰,海南省,海口市
MHB,马莲河,黑龙江省,牡丹江市
MLD,茂林,吉林省,四平市
MGM,马龙,云南省,曲靖市
MLQ,汨罗,湖南省,岳阳市
MQQ,汨罗东,湖南省,岳阳市
UGW,冕宁,四川省,凉山彝族自治州
MST,米沙子,吉林省,长春市
MVQ,麻阳,湖南省,怀化市
MUR,墨玉,新疆维吾尔自治区,和田地区
MZJ,庙庄,甘肃省,平凉市
NAB,宁安,黑龙江省,牡丹江市
NBK,南博山,山东省,淄博市
NSP,南城司,河北省,保定市
NNH,宁国,安徽省,宣城市
NHJ,南河川,甘肃省,天水市
NJB,牛家,黑龙江省,哈尔滨市
NLD,乃林,内蒙古自治区,赤峰市
NMD,奈曼,内蒙古自治区,通辽市
NMZ,宁明,广西壮族自治区,崇左市
NMX,南木,内蒙古自治区,呼伦贝尔市
NQD,南桥,辽宁省,葫芦岛市
NQJ,暖泉,宁夏回族自治区,银川市
NWV,宁武,山西省,忻州市
NEH,南翔北,上海市,上海市
NXQ,宁乡,湖南省,长沙市
NIP,娘子关,山西省,阳泉市
NAF,南召,河南省,南阳市
PAW,蓬安,四川省,南充市
PAJ,磐安镇,甘肃省,天水市
PCY,蒲城,陕西省,渭南市
PEY,蒲城东,陕西省,渭南市
PDB,裴德,黑龙江省,鸡西市
PXJ,坡底下,甘肃省,兰州市
PFB,平房,黑龙江省,哈尔滨市
PGZ,平果,广西壮族自治区,百色市
PAM,盘关,贵州省,六盘水市
PHM,平河口,云南省,曲靖市
PBD,盘锦北,辽宁省,盘锦市
PDP,潘家店,河北省,承德市
PLT,普兰店,辽宁省,大连市
PSB,平山,黑龙江省,哈尔滨市
PPW,彭山北,四川省,眉山市
PSR,皮山,新疆维吾尔自治区,和田地区
PSL,磐石,吉林省,吉林市
PSV,平社,山西省,忻州市
PHW,彭水,重庆市,重庆市
PTM,平田,贵州省,六盘水市
PWV,平旺,山西省,大同市
PGV,平型关,山西省,大同市
KZW,蓬溪,四川省,遂宁市
PWW,郫县,四川省,成都市
PYX,平洋,黑龙江省,齐齐哈尔市
PPJ,平原堡,甘肃省,张掖市
PYP,平峪,北京市,北京市
PZG,彭泽,江西省,九江市
POD,泡子,辽宁省,阜新市
PND,平庄南,内蒙古自治区,赤峰市
QOT,乾安,吉林省,松原市
QQP,迁安,河北省,唐山市
QDM,七甸,云南省,昆明市
QVP,奇峰塔,河北省,保定市
QYQ,琼海,海南省,琼海市
QUY,千河,陕西省,宝鸡市
BWQ,博鳌,海南省,琼海市
INH,全椒,安徽省,滁州市
QJZ,渠旧,广西壮族自治区,崇左市
QJB,秦家,黑龙江省,绥化市
QBT,祁家堡,辽宁省,本溪市
QZV,秦家庄,山西省,忻州市
QLY,秦岭,陕西省,宝鸡市
QSN,确山,河南省,驻马店市
QVH,青田,浙江省,丽水市
QAT,桥头,辽宁省,本溪市
QRW,渠县,四川省,达州市
QUV,清徐,山西省,太原市
QOY,千阳,陕西省,宝鸡市
QYL,泉阳,吉林省,白山市
QDZ,钦州东,广西壮族自治区,钦州市
RBH,如皋,江苏省,南通市
RQP,任丘,河北省,沧州市
RSZ,融水,广西壮族自治区,柳州市
RXZ,容县,广西壮族自治区,玉林市
RVP,饶阳,河北省,衡水市
OBJ,石坝,宁夏回族自治区,吴忠市
RHD,绕阳河,辽宁省,锦州市
OCH,舒城,安徽省,六安市
SWN,商城,河南省,信阳市
SCS,顺昌,福建省,南平市
SMV,神池,山西省,忻州市
SCT,石城,辽宁省,丹东市
SDJ,山丹,甘肃省,张掖市
SIL,水洞,吉林省,通化市
OLH,绅坊,浙江省,温州市
OUD,四道湾,内蒙古自治区,赤峰市
STB,四方台,黑龙江省,双鸭山市
OGC,桑根达来,内蒙古自治区,锡林郭勒盟
OKJ,三关口,宁夏回族自治区,固原市
SBM,松河,贵州省,六盘水市
SHC,赛汗塔拉,内蒙古自治区,锡林郭勒盟
SHL,山河屯,黑龙江省,哈尔滨市
VOP,沙河市,河北省,邢台市
OHD,四合永,河北省,承德市
SZR,石河子,新疆维吾尔自治区,石河子市
SQH,水家湖,安徽省,合肥市
OJJ,沈家河,宁夏回族自治区,固原市
SJL,松江河,吉林省,白山市
SUB,孙家,黑龙江省,哈尔滨市
SAH,松江,上海市,上海市
OLK,司家岭,山东省,莱芜市
SKD,三江口,辽宁省,铁岭市
SMM,三家寨,贵州省,六盘水市
OZL,松江镇,吉林省,延边朝鲜族自治州
GZJ,瓜州,甘肃省,酒泉市
SHJ,疏勒河,甘肃省,酒泉市
OMP,什里店,河北省,邯郸市
SWT,深井子,辽宁省,沈阳市
SIB,绥棱,黑龙江省,绥化市
SPB,石磷,黑龙江省,鸡西市
SOL,石岭,吉林省,四平市
SLC,萨拉齐,内蒙古自治区,包头市
OLY,商洛,陕西省,商洛市
OQH,三门县,浙江省,台州市
SYP,肃宁,河北省,沧州市
SBZ,双牌,湖南省,永州市
